date,city,weather,t_max,t_min,t_avg,rain_mm,windSpeed,windDirection,humidity,pressure

2021-05-20,Nizamabad,partially cloudy,16,1,12,0,12.1,se,64,1009

2021-05-19,Nizamabad,sunny,24,7,18,0,4.6,o,37,968

2021-05-18,Nizamabad,rainy,21,1,7,59,5.6,o,67,1062

2021-05-17,Nizamabad,sunny,20,6,17,0,12.2,n,11,978

2021-05-16,Nizamabad,rainy,20,8,17,98,3.9,s,54,1091

2021-05-15,Nizamabad,partially cloudy,22,5,10,0,3.2,ne,70,1096

2021-05-14,Nizamabad,rainy,25,13,19,139,10.5,se,59,977

2021-05-13,Nizamabad,partially cloudy,22,4,19,0,1.0,se,50,953

2021-05-12,Nizamabad,partially cloudy,16,4,11,0,4.7,s,22,1116

2021-05-11,Nizamabad,cloudy,15,2,6,0,11.8,so,56,1012

2021-05-10,Nizamabad,foggy,22,10,15,0,13.5,se,17,966

2021-05-09,Nizamabad,sunny,12,0,3,0,9.8,no,41,1100

2021-05-08,Nizamabad,rainy,13,3,6,189,7.7,s,55,1085

2021-05-07,Nizamabad,cloudy,14,4,10,0,6.4,ne,69,987

2021-05-06,Nizamabad,foggy,26,9,12,0,8.3,ne,14,1041

2021-05-05,Nizamabad,rainy,28,8,11,172,12.7,o,30,1169

2021-05-04,Nizamabad,sunny,10,1,6,0,2.9,no,17,1170

2021-05-03,Nizamabad,foggy,22,7,17,0,1.7,e,68,1141

2021-05-02,Nizamabad,rainy,22,7,18,76,3.8,so,50,1015

2021-05-01,Nizamabad,partially cloudy,10,1,5,0,4.0,s,11,1074

2021-04-30,Nizamabad,rainy,24,4,17,84,10.2,n,18,1191

2021-04-29,Nizamabad,rainy,17,7,12,90,11.0,so,44,960

2021-04-28,Nizamabad,sunny,26,13,19,0,6.4,so,52,964

2021-04-27,Nizamabad,sunny,13,1,9,0,3.2,s,30,1041

2021-04-26,Nizamabad,rainy,15,1,4,53,4.4,s,14,977

2021-04-25,Nizamabad,cloudy,24,14,18,0,1.2,no,27,1150

2021-04-24,Nizamabad,partially cloudy,21,1,5,0,12.9,no,25,1000

2021-04-23,Nizamabad,rainy,12,1,5,149,7.7,n,46,969

2021-04-22,Nizamabad,rainy,11,1,4,56,1.5,e,39,1109

2021-04-21,Nizamabad,sunny,25,17,21,0,4.5,ne,69,1051

2021-04-20,Nizamabad,sunny,18,3,10,0,8.2,se,55,1198

2021-04-19,Nizamabad,hurricane,18,10,14,49,3.1,no,35,1114

2021-04-18,Nizamabad,rainy,23,3,18,167,6.1,e,67,1076

2021-04-17,Nizamabad,sunny,19,5,14,0,13.0,n,25,1119

2021-04-16,Nizamabad,sunny,14,2,8,0,10.4,o,27,1108

2021-04-15,Nizamabad,rainy,24,15,18,21,11.5,s,51,1076

2021-04-14,Nizamabad,partially cloudy,17,0,4,0,2.0,o,62,980

2021-04-13,Nizamabad,rainy,26,9,18,180,6.8,no,69,987

2021-04-12,Nizamabad,foggy,17,0,13,0,2.3,no,21,1010

2021-04-11,Nizamabad,rainy,24,3,11,73,8.9,se,43,1097

2021-04-10,Nizamabad,cloudy,23,12,20,0,10.0,s,14,1018

2021-04-09,Nizamabad,rainy,16,8,11,35,10.9,e,29,1120

2021-04-08,Nizamabad,hurricane,11,3,8,125,4.5,e,13,980

2021-04-07,Nizamabad,rainy,26,0,23,88,12.0,n,32,1108

2021-04-06,Nizamabad,partially cloudy,29,0,3,0,0.7,se,52,1029

2021-04-05,Nizamabad,sunny,21,11,16,0,2.9,no,59,1105

2021-04-04,Nizamabad,sunny,12,4,7,0,12.2,o,49,1118

2021-04-03,Nizamabad,foggy,28,4,11,0,6.2,e,43,956

2021-04-02,Nizamabad,sunny,30,14,19,0,1.8,no,45,964

2021-04-01,Nizamabad,tornado,12,3,7,0,14.1,e,47,1038

2021-03-31,Nizamabad,foggy,18,3,13,0,7.0,o,70,1147

2021-03-30,Nizamabad,sunny,12,0,9,0,12.6,o,31,985

2021-03-29,Nizamabad,sunny,17,1,13,0,14.0,se,54,1197

2021-03-28,Nizamabad,rainy,17,5,14,74,1.2,ne,26,1182

2021-03-27,Nizamabad,sunny,17,5,10,0,7.9,se,65,1154

2021-03-26,Nizamabad,sunny,13,3,6,0,14.7,so,58,1084

2021-03-25,Nizamabad,partially cloudy,14,3,9,0,13.5,ne,30,1034

2021-03-24,Nizamabad,partially cloudy,13,2,9,0,7.7,n,18,1009

2021-03-23,Nizamabad,rainy,17,2,9,41,5.7,n,44,1181

2021-03-22,Nizamabad,sunny,20,4,10,0,7.8,so,59,1070

2021-03-21,Nizamabad,partially cloudy,18,2,8,0,9.2,o,11,1197

2021-03-20,Nizamabad,rainy,15,6,10,28,8.0,no,20,1039

2021-03-19,Nizamabad,sunny,30,8,17,0,1.4,o,32,968

2021-03-18,Nizamabad,sunny,27,14,24,0,6.4,so,15,1028

2021-03-17,Nizamabad,rainy,29,9,26,18,9.5,n,36,964

2021-03-16,Nizamabad,sunny,26,8,23,0,13.6,n,22,1160

2021-03-15,Nizamabad,cloudy,11,3,7,0,13.3,so,54,1191

2021-03-14,Nizamabad,cloudy,17,1,12,0,2.0,o,34,1038

2021-03-13,Nizamabad,rainy,23,6,19,182,5.3,ne,37,1035

2021-03-12,Nizamabad,sunny,26,2,10,0,4.7,o,52,987

2021-03-11,Nizamabad,sunny,29,11,26,0,10.9,se,39,1063

2021-03-10,Nizamabad,sunny,11,1,7,0,9.1,e,41,1041

2021-03-09,Nizamabad,cloudy,13,5,8,0,2.3,n,41,960

2021-03-08,Nizamabad,foggy,25,2,17,0,7.7,e,54,1038

2021-03-07,Nizamabad,sunny,11,3,8,0,3.5,e,20,984

2021-03-06,Nizamabad,hurricane,16,8,12,9,13.8,so,51,1200

2021-03-05,Nizamabad,sunny,25,4,15,0,8.0,s,40,978

2021-03-04,Nizamabad,rainy,10,2,7,155,6.3,o,18,1078

2021-03-03,Nizamabad,sunny,13,0,7,0,3.8,s,55,1053

2021-03-02,Nizamabad,rainy,18,2,6,171,4.9,s,10,1087

2021-03-01,Nizamabad,sunny,22,0,11,0,13.6,se,68,1166

2021-02-28,Nizamabad,rainy,15,6,11,128,8.5,se,16,974

2021-02-27,Nizamabad,partially cloudy,21,4,11,0,13.6,se,38,1003

2021-02-26,Nizamabad,sunny,30,2,16,0,12.4,s,13,1001

2021-02-25,Nizamabad,tornado,29,5,19,0,2.0,no,55,1034

2021-02-24,Nizamabad,sunny,11,2,5,0,1.0,se,33,1189

2021-02-23,Nizamabad,rainy,12,4,9,75,9.5,o,35,983

2021-02-22,Nizamabad,rainy,30,22,27,30,6.6,ne,35,1027

2021-02-21,Nizamabad,partially cloudy,18,2,9,0,8.3,n,44,1028

2021-02-20,Nizamabad,foggy,16,5,12,0,4.6,se,35,992

2021-02-19,Nizamabad,sunny,27,6,21,0,14.1,o,57,1061

2021-02-18,Nizamabad,rainy,12,1,5,60,10.1,no,69,1126

2021-02-17,Nizamabad,rainy,13,3,8,19,5.4,s,66,1130

2021-02-16,Nizamabad,sunny,21,8,17,0,14.9,e,23,1182

2021-02-15,Nizamabad,rainy,10,2,7,197,4.2,o,56,1057

2021-02-14,Nizamabad,foggy,13,0,3,0,13.0,se,32,1194

2021-02-13,Nizamabad,sunny,10,1,7,0,1.2,o,37,1082

2021-02-12,Nizamabad,stormy,15,7,11,120,0.7,o,55,1126

2021-02-11,Nizamabad,rainy,26,15,22,170,8.9,no,29,1050

2021-02-10,Nizamabad,sunny,15,4,8,0,9.0,se,12,1168

2021-02-09,Nizamabad,hurricane,27,5,15,154,11.4,ne,18,1046

2021-02-08,Nizamabad,cloudy,27,0,6,0,8.2,e,50,1109

2021-02-07,Nizamabad,sunny,18,0,12,0,3.9,no,39,1124

2021-02-06,Nizamabad,sunny,22,2,6,0,0.9,o,67,1175

2021-02-05,Nizamabad,partially cloudy,17,2,14,0,0.8,e,67,1058

2021-02-04,Nizamabad,partially cloudy,23,12,19,0,9.9,n,16,964

2021-02-03,Nizamabad,rainy,14,0,5,137,14.1,e,42,1106

2021-02-02,Nizamabad,cloudy,19,8,14,0,2.0,se,31,1009

2021-02-01,Nizamabad,rainy,26,3,15,116,1.2,e,58,970

2021-01-31,Nizamabad,sunny,15,2,11,0,8.0,so,10,1095

2021-01-30,Nizamabad,sunny,17,3,14,0,14.7,se,11,1073

2021-01-29,Nizamabad,sunny,20,3,12,0,2.3,so,33,1106

2022-01-28,Khammam,rainy,13,0,9,199,8.0,o,53,967

2022-01-27,Khammam,sunny,24,12,17,0,14.5,ne,42,961

2022-01-26,Khammam,sunny,19,8,11,0,4.3,so,65,1121

2022-01-25,Khammam,rainy,26,16,21,113,7.2,o,49,1196

2022-01-24,Khammam,cloudy,28,14,19,0,6.4,so,53,1057

2022-01-23,Khammam,sunny,27,16,23,0,6.4,se,31,974

2022-01-22,Khammam,rainy,18,10,14,8,4.7,n,60,957

2022-01-21,Khammam,rainy,30,18,22,67,8.6,ne,36,1175

2022-01-20,Khammam,partially cloudy,14,0,4,0,5.6,s,40,1006

2022-01-19,Khammam,sunny,11,1,7,0,6.4,e,27,995

2022-01-18,Khammam,rainy,20,1,6,177,8.5,s,69,1149

2022-01-17,Khammam,sunny,25,12,16,0,2.1,se,19,1172

2022-01-16,Khammam,sunny,13,2,5,0,0.7,ne,50,1121

2022-01-15,Khammam,sunny,20,3,16,0,9.1,o,59,1005

2022-01-14,Khammam,partially cloudy,21,9,18,0,6.9,no,52,1006

2022-01-13,Khammam,stormy,23,3,6,36,5.4,n,46,1132

2022-01-12,Khammam,sunny,28,15,25,0,14.4,o,31,977

2022-01-11,Khammam,rainy,24,0,17,187,10.8,no,12,1073

2022-01-10,Khammam,rainy,14,5,10,77,6.4,n,37,1197

2022-01-09,Khammam,foggy,14,3,10,0,4.6,ne,28,1152

2022-01-08,Khammam,sunny,15,6,9,0,4.9,se,36,1199

2022-01-07,Khammam,tornado,28,7,14,0,5.8,ne,51,1061

2022-01-06,Khammam,sunny,22,1,9,0,11.1,n,20,1050

2022-01-05,Khammam,partially cloudy,20,6,11,0,11.5,s,51,1186

2022-01-04,Khammam,rainy,10,2,7,186,3.3,e,55,1092

2022-01-03,Khammam,hurricane,28,5,21,194,11.0,e,34,970

2022-01-02,Khammam,partially cloudy,26,0,15,0,8.0,e,47,1149

2022-01-01,Khammam,rainy,24,6,14,74,2.9,no,10,1061

2021-12-31,Khammam,sunny,24,6,12,0,3.0,o,52,1100

2021-12-30,Khammam,sunny,13,0,5,0,3.2,ne,15,1192

2021-12-29,Khammam,sunny,29,17,26,0,13.4,so,13,1024

2021-12-28,Khammam,sunny,25,12,22,0,3.5,ne,39,958

2021-12-27,Khammam,partially cloudy,11,3,7,0,7.2,e,34,955

2021-12-26,Khammam,hurricane,27,13,18,164,14.1,so,14,1071

2021-12-25,Khammam,rainy,28,3,18,52,9.2,s,63,1077

2021-12-24,Khammam,sunny,23,11,19,0,7.3,e,43,1186

2021-12-23,Khammam,stormy,20,8,14,18,5.9,e,52,962

2021-12-22,Khammam,sunny,13,0,6,0,7.4,so,70,1133

2021-12-21,Khammam,rainy,15,0,11,140,0.5,no,58,1014

2021-12-20,Khammam,sunny,30,11,15,0,15.0,se,56,996

2021-12-19,Khammam,tornado,23,3,16,0,8.7,e,47,976

2021-12-18,Khammam,hurricane,21,6,17,47,6.6,se,15,1195

2021-12-17,Khammam,tornado,25,2,9,0,3.1,s,29,1159

2021-12-16,Khammam,partially cloudy,25,10,20,0,13.7,se,49,1050

2021-12-15,Khammam,rainy,22,5,10,32,5.4,s,49,1197

2021-12-14,Khammam,sunny,18,4,14,0,5.6,n,38,1173

2021-12-13,Khammam,cloudy,27,18,23,0,1.1,e,38,1165

2021-12-12,Khammam,sunny,26,11,23,0,13.1,o,21,999

2021-12-11,Khammam,stormy,25,16,21,84,12.8,s,26,1112

2021-12-10,Khammam,tornado,26,4,17,0,9.2,s,36,1090

2021-12-09,Khammam,partially cloudy,22,3,18,0,9.9,s,24,1071

2021-12-08,Khammam,tornado,12,0,8,0,6.0,e,18,1083

2021-12-07,Khammam,partially cloudy,28,12,22,0,5.9,n,69,963

2021-12-06,Khammam,sunny,18,8,12,0,3.4,n,50,1153

2021-12-05,Khammam,cloudy,26,15,21,0,9.8,e,48,1158

2021-12-04,Khammam,cloudy,16,4,10,0,11.9,no,30,1038

2021-12-03,Khammam,rainy,23,7,15,68,12.0,so,24,1068

2021-12-02,Khammam,sunny,16,7,11,0,1.7,e,62,1022

2021-12-01,Khammam,sunny,14,6,10,0,0.5,no,46,1136

2021-11-30,Khammam,hurricane,15,0,10,143,14.1,so,40,1192

2021-11-29,Khammam,cloudy,23,14,17,0,6.4,o,26,1167

2021-11-28,Khammam,stormy,30,15,27,138,9.9,no,23,1105

2021-11-27,Khammam,sunny,18,10,13,0,12.0,o,35,1088

2021-11-26,Khammam,stormy,23,3,10,5,8.8,no,49,1022

2021-11-25,Khammam,partially cloudy,14,4,7,0,12.7,e,36,999

2021-11-24,Khammam,stormy,27,16,21,134,5.6,so,31,1141

2021-11-23,Khammam,tornado,22,5,16,0,6.7,e,64,991

2021-11-22,Khammam,rainy,16,6,9,142,6.9,no,27,1074

2021-11-21,Khammam,rainy,14,6,10,71,2.0,n,18,1191

2021-11-20,Khammam,tornado,11,3,6,0,2.0,so,57,1115

2021-11-19,Khammam,hurricane,14,2,5,105,8.7,se,57,1021

2021-11-18,Khammam,rainy,20,12,16,121,10.2,n,31,1056

2021-11-17,Khammam,partially cloudy,27,0,4,0,5.9,no,38,1197

2021-11-16,Khammam,cloudy,22,12,15,0,9.3,ne,16,1134

2021-11-15,Khammam,partially cloudy,13,5,10,0,12.8,s,44,1134

2021-11-14,Khammam,hurricane,16,0,8,152,12.0,s,42,1151

2021-11-13,Khammam,hurricane,28,1,14,159,6.3,s,31,1066

2021-11-12,Khammam,sunny,24,10,16,0,0.8,o,44,1008

2021-11-11,Khammam,sunny,11,0,5,0,9.2,se,67,1182

2021-11-10,Khammam,stormy,16,2,7,92,14.0,no,14,1017

2021-11-09,Khammam,sunny,14,6,10,0,9.5,n,56,1017

2021-11-08,Khammam,rainy,30,16,20,28,2.5,e,16,1061

2021-11-07,Khammam,rainy,20,10,13,108,5.5,n,22,1132

2021-11-06,Khammam,partially cloudy,23,5,9,0,3.9,ne,51,1114

2021-11-05,Khammam,foggy,18,7,11,0,9.5,se,40,1191

2021-11-04,Khammam,sunny,20,1,12,0,10.7,ne,65,1122

2021-11-03,Khammam,rainy,26,2,10,51,13.1,ne,42,1043

2021-11-02,Khammam,rainy,26,9,18,149,7.8,s,61,1059

2021-11-01,Khammam,sunny,26,9,17,0,5.5,no,31,992

2021-10-31,Khammam,partially cloudy,19,10,14,0,6.3,s,68,965

2021-10-30,Khammam,sunny,20,0,8,0,2.7,s,53,1102

2021-10-29,Khammam,foggy,30,19,26,0,4.6,o,37,1092

2021-10-28,Khammam,tornado,18,0,6,0,13.0,so,30,1079

2021-10-27,Khammam,sunny,25,16,22,0,4.5,o,25,1183

2021-10-26,Khammam,cloudy,11,3,7,0,8.3,n,56,1103

2021-10-25,Khammam,partially cloudy,28,18,21,0,4.9,s,35,1003

2021-10-24,Khammam,partially cloudy,27,12,24,0,4.3,o,18,1118

2021-10-23,Khammam,partially cloudy,22,14,19,0,5.2,no,15,1162

2021-10-22,Khammam,sunny,23,13,20,0,4.2,ne,10,1170

2021-10-21,Khammam,rainy,15,6,12,189,4.7,n,32,1171

2021-10-20,Khammam,hurricane,24,11,19,73,7.4,so,25,1150

2021-10-19,Khammam,rainy,28,12,22,183,11.3,so,25,1007

2021-10-18,Khammam,partially cloudy,12,3,7,0,10.1,ne,38,954

2021-10-17,Khammam,foggy,10,2,5,0,6.1,so,32,1099

2021-10-16,Khammam,rainy,24,11,18,108,4.3,se,67,1046

2021-10-15,Khammam,partially cloudy,14,4,11,0,9.2,no,35,1045

2021-10-14,Khammam,sunny,29,13,25,0,1.3,n,18,1168

2021-10-13,Khammam,cloudy,21,11,17,0,12.6,ne,41,1069

2021-10-12,Khammam,sunny,20,12,16,0,13.0,s,17,1060

2021-10-11,Khammam,cloudy,22,3,17,0,6.2,s,26,974

2021-10-10,Khammam,rainy,21,0,9,76,13.7,no,59,969

2021-10-09,Khammam,sunny,16,3,7,0,2.5,o,23,1177

2021-10-08,Khammam,sunny,17,1,14,0,5.8,e,27,1059

2021-10-07,Khammam,sunny,22,9,19,0,8.3,e,48,1083

2021-10-06,Khammam,rainy,10,1,6,44,4.4,so,38,1178

2021-10-05,Khammam,foggy,11,1,5,0,5.2,s,60,954

2021-10-04,Khammam,rainy,19,4,13,88,2.1,ne,40,1015

2021-10-03,Khammam,rainy,30,1,26,128,13.1,se,38,1054

2021-10-02,Khammam,rainy,16,1,6,117,2.8,s,17,1135

2021-10-01,Khammam,rainy,20,5,17,186,11.2,s,61,1055

2021-09-30,Khammam,rainy,20,10,17,84,6.0,n,12,1093

2021-09-29,Khammam,partially cloudy,23,8,17,0,13.2,n,31,1171

2021-09-28,Khammam,cloudy,21,11,18,0,5.7,s,30,961

2021-09-27,Khammam,cloudy,28,20,23,0,14.1,e,19,1140

2021-09-26,Khammam,sunny,16,5,9,0,8.9,no,57,1029

2021-09-25,Khammam,sunny,11,3,7,0,7.1,ne,69,1014

2021-09-24,Khammam,rainy,24,5,8,52,6.4,se,57,1044

2021-09-23,Khammam,partially cloudy,20,7,16,0,3.5,so,50,1056

2021-09-22,Khammam,rainy,11,2,6,40,9.6,so,16,1053

2021-09-21,Khammam,partially cloudy,29,18,21,0,11.2,so,13,1034

2021-09-20,Khammam,sunny,12,2,5,0,5.3,o,50,954

2021-09-19,Khammam,partially cloudy,17,0,11,0,6.7,e,56,1163

2021-09-18,Khammam,partially cloudy,25,10,22,0,11.9,s,53,1196

2021-09-17,Khammam,partially cloudy,11,0,5,0,7.6,ne,42,1055

2021-09-16,Khammam,partially cloudy,20,7,10,0,5.4,e,70,1151

2021-09-15,Khammam,cloudy,29,9,13,0,2.7,no,54,1085

2021-09-14,Khammam,sunny,27,3,15,0,3.7,no,69,1093

2021-09-13,Khammam,sunny,14,4,8,0,6.9,e,18,1120

2021-09-12,Khammam,sunny,21,4,16,0,10.2,no,27,1168

2021-09-11,Khammam,rainy,23,2,20,157,10.1,o,36,990

2021-09-10,Khammam,rainy,14,1,11,129,11.0,se,57,1099

2021-09-09,Khammam,cloudy,12,0,4,0,12.0,so,38,968

2021-09-08,Khammam,cloudy,19,8,12,0,13.1,no,51,1068

2021-09-07,Khammam,sunny,16,2,10,0,1.4,so,40,1083

2021-09-06,Khammam,rainy,17,0,11,148,9.7,so,60,979

2021-09-05,Khammam,foggy,18,4,15,0,3.0,ne,52,998

2021-09-04,Khammam,rainy,22,4,7,65,12.7,s,61,970

2021-09-03,Khammam,sunny,18,1,13,0,5.9,ne,26,1036

2021-09-02,Khammam,sunny,28,19,23,0,3.0,e,35,1183

2021-09-01,Khammam,sunny,22,0,9,0,4.9,se,28,1048

2021-08-31,Khammam,cloudy,28,15,22,0,11.6,ne,55,1162

2021-08-30,Khammam,sunny,26,6,22,0,6.3,s,62,954

2021-08-29,Khammam,rainy,24,12,15,154,14.9,e,26,1128

2021-08-28,Khammam,tornado,14,0,11,0,1.8,so,44,1126

2021-08-27,Khammam,foggy,27,5,8,0,4.4,ne,49,1155

2021-08-26,Khammam,rainy,23,14,18,56,11.5,se,34,971

2021-08-25,Khammam,hurricane,16,0,7,71,11.7,n,63,1052

2021-08-24,Khammam,sunny,25,9,19,0,14.0,e,39,1131

2021-08-23,Khammam,sunny,29,1,11,0,5.1,e,18,1077

2021-08-22,Khammam,rainy,16,1,11,162,4.3,n,39,1148

2021-08-21,Khammam,partially cloudy,26,2,5,0,10.3,no,34,1152

2021-08-20,Khammam,partially cloudy,30,16,19,0,12.7,ne,10,1110

2021-08-19,Khammam,foggy,10,2,7,0,0.6,e,10,1095

2021-08-18,Khammam,sunny,15,2,5,0,7.0,no,42,1013

2021-08-17,Khammam,cloudy,26,11,18,0,0.6,o,14,1074

2021-08-16,Khammam,rainy,27,4,8,61,3.7,e,22,1061

2021-08-15,Khammam,sunny,30,9,26,0,2.3,e,49,997

2021-08-14,Khammam,sunny,17,2,11,0,5.7,e,46,1148

2021-08-13,Khammam,rainy,24,15,21,92,14.3,n,61,1081

2021-08-12,Khammam,sunny,23,13,17,0,3.4,se,40,1098

2021-08-11,Khammam,tornado,30,12,15,0,8.8,no,23,1105

2021-08-10,Khammam,partially cloudy,29,2,19,0,7.6,ne,20,1109

2021-08-09,Khammam,partially cloudy,24,16,20,0,11.8,o,48,1061

2021-08-08,Khammam,partially cloudy,17,2,12,0,0.7,no,51,1170

2021-08-07,Khammam,sunny,24,5,20,0,3.3,ne,56,1194

2021-08-06,Khammam,sunny,11,3,6,0,6.6,so,63,1002

2021-08-05,Khammam,sunny,15,4,10,0,3.5,ne,45,1014

2021-08-04,Khammam,sunny,30,15,26,0,14.9,o,62,1099

2021-08-03,Khammam,rainy,16,2,11,185,1.8,ne,59,1090

2021-08-02,Khammam,sunny,28,15,23,0,12.6,s,30,995

2021-08-01,Khammam,tornado,30,0,3,0,1.3,s,52,1140

2021-07-31,Khammam,rainy,19,2,13,151,4.6,se,52,1126

2021-07-30,Khammam,rainy,28,9,25,142,4.1,no,52,1008

2021-07-29,Khammam,rainy,15,6,10,163,8.6,ne,66,968

2021-07-28,Khammam,rainy,17,1,6,21,9.1,so,38,978

2021-07-27,Khammam,sunny,19,0,14,0,1.4,so,34,1002

2021-07-26,Khammam,sunny,19,7,13,0,6.7,no,27,1165

2021-07-25,Khammam,partially cloudy,27,16,21,0,9.6,no,53,1155

2021-07-24,Khammam,partially cloudy,16,5,10,0,9.5,se,40,1140

2021-07-23,Khammam,tornado,18,8,12,0,8.2,n,23,1178

2021-07-22,Khammam,rainy,10,1,6,10,13.7,o,45,1196

2021-07-21,Khammam,partially cloudy,13,5,8,0,10.6,ne,37,1001

2021-07-20,Khammam,hurricane,29,10,14,189,6.7,e,44,1137

2021-07-19,Khammam,partially cloudy,30,5,18,0,3.5,ne,35,1105

2021-07-18,Khammam,rainy,13,4,7,77,13.5,se,70,995

2021-07-17,Khammam,sunny,20,1,4,0,14.3,so,20,1183

2021-07-16,Khammam,sunny,24,6,15,0,8.2,s,51,1136

2021-07-15,Khammam,rainy,14,2,6,81,7.9,se,33,1010

2021-07-14,Khammam,sunny,30,9,23,0,3.9,o,45,1004

2021-07-13,Khammam,partially cloudy,14,0,4,0,14.9,e,24,1092

2021-07-12,Khammam,cloudy,24,12,21,0,1.7,n,65,1088

2021-07-11,Khammam,rainy,11,2,5,60,0.9,ne,47,1023

2021-07-10,Khammam,rainy,10,1,6,163,1.3,o,52,1031

2021-07-09,Khammam,sunny,23,15,20,0,3.3,o,48,1011

2021-07-08,Khammam,sunny,30,12,19,0,9.2,ne,45,1192

2021-07-07,Khammam,rainy,19,9,15,21,6.1,o,12,1184

2021-07-06,Khammam,rainy,12,0,3,5,13.7,se,45,1128

2021-07-05,Khammam,hurricane,22,13,16,172,8.3,o,51,1142

2021-07-04,Khammam,sunny,12,0,6,0,5.9,s,44,1170

2021-07-03,Khammam,partially cloudy,29,7,23,0,1.3,n,63,1001

2021-07-02,Khammam,partially cloudy,28,4,7,0,10.3,no,52,981

2021-07-01,Khammam,sunny,16,7,12,0,9.0,e,54,1076

2021-06-30,Khammam,sunny,17,7,10,0,11.8,so,66,1143

2021-06-29,Khammam,cloudy,12,0,8,0,10.1,no,36,977

2021-06-28,Khammam,partially cloudy,30,9,21,0,5.2,e,58,1105

2021-06-27,Khammam,rainy,24,15,21,130,2.5,so,54,1192

2021-06-26,Khammam,cloudy,10,2,6,0,13.4,ne,21,1071

2021-06-25,Khammam,rainy,18,2,12,29,8.2,se,42,1199

2021-06-24,Khammam,hurricane,15,2,9,5,8.8,no,59,950

2021-06-23,Khammam,foggy,28,1,12,0,6.1,ne,13,1182

2021-06-22,Khammam,rainy,17,4,11,57,9.7,o,70,1141

2021-06-21,Khammam,rainy,17,0,6,187,14.5,no,39,1147

2021-06-20,Khammam,sunny,15,3,11,0,14.7,o,67,1065

2021-06-19,Khammam,rainy,12,3,6,131,12.6,e,64,976

2021-06-18,Khammam,sunny,21,10,15,0,1.6,se,43,1044

2021-06-17,Khammam,sunny,20,3,15,0,12.1,s,63,1137

2021-06-16,Khammam,cloudy,20,12,15,0,11.5,e,52,1122

2021-06-15,Khammam,sunny,11,3,7,0,14.9,s,60,1146

2021-06-14,Khammam,foggy,24,1,20,0,4.1,e,55,983

2021-06-13,Khammam,tornado,24,7,18,0,9.4,so,60,1150

2021-06-12,Khammam,sunny,15,1,10,0,6.4,se,31,1042

2021-06-11,Khammam,cloudy,19,11,14,0,11.9,se,34,1103

2021-06-10,Khammam,sunny,20,7,15,0,9.5,se,60,982

2021-06-09,Khammam,cloudy,13,1,10,0,13.6,s,68,1015

2021-06-08,Khammam,rainy,23,5,10,39,1.7,se,62,960

2021-06-07,Khammam,rainy,10,1,7,64,13.9,n,63,989

2021-06-06,Khammam,foggy,11,2,8,0,7.9,se,64,1037

2021-06-05,Khammam,sunny,27,4,8,0,8.8,o,16,984

2021-06-04,Khammam,rainy,28,19,22,159,2.1,n,64,1117

2021-06-03,Khammam,sunny,18,10,13,0,8.7,so,21,1196

2021-06-02,Khammam,sunny,16,3,7,0,8.0,o,21,1001

2021-06-01,Khammam,sunny,26,7,13,0,2.3,s,31,1067

2021-05-31,Khammam,sunny,13,2,6,0,6.6,no,14,1116

2021-05-30,Khammam,rainy,26,3,9,8,8.9,n,42,1041

2021-05-29,Khammam,foggy,20,6,10,0,6.6,s,51,1049

2021-05-28,Khammam,cloudy,28,11,19,0,14.5,so,32,996

2021-05-27,Khammam,partially cloudy,13,3,10,0,10.4,s,63,1141

2021-05-26,Khammam,partially cloudy,18,1,6,0,11.1,n,42,981

2021-05-25,Khammam,rainy,18,9,15,74,4.9,n,19,1072

2021-05-24,Khammam,rainy,12,2,8,104,2.7,ne,20,1141

2021-05-23,Khammam,sunny,18,2,11,0,6.6,no,20,1122

2021-05-22,Khammam,rainy,29,17,22,112,4.3,s,54,1167

2021-05-21,Khammam,partially cloudy,23,11,18,0,0.6,no,21,1145

2021-05-20,Khammam,foggy,26,17,22,0,11.0,e,35,1108

2021-05-19,Khammam,sunny,27,9,16,0,4.5,ne,32,1035

2021-05-18,Khammam,rainy,23,5,16,165,3.1,se,51,1118

2021-05-17,Khammam,rainy,24,3,17,106,8.0,n,54,978

2021-05-16,Khammam,sunny,14,4,11,0,4.8,so,35,970

2021-05-15,Khammam,foggy,13,1,4,0,2.3,e,64,968

2021-05-14,Khammam,rainy,25,11,15,194,4.8,n,28,1200

2021-05-13,Khammam,sunny,12,4,9,0,11.0,no,10,1138

2021-05-12,Khammam,cloudy,26,17,20,0,12.2,s,10,1097

2021-05-11,Khammam,partially cloudy,20,0,4,0,9.2,e,21,1066

2021-05-10,Khammam,rainy,17,9,12,101,4.4,se,36,1042

