date,city,weather,t_max,t_min,t_avg,rain_mm,windSpeed,windDirection,humidity,pressure
2021-07-30,Nizamabad,rainy,15,0,4,155,13.1,o,40,1147
2021-07-29,Nizamabad,sunny,11,2,8,0,12.3,no,70,1142
2021-07-28,Nizamabad,sunny,25,13,22,0,3.1,e,21,1174
2021-07-27,Nizamabad,rainy,14,5,10,66,3.7,ne,55,1036
2021-07-26,Nizamabad,sunny,23,4,17,0,12.7,n,53,1013
2021-07-25,Nizamabad,partially cloudy,26,14,19,0,5.7,o,62,1149
2021-07-24,Nizamabad,rainy,23,3,8,148,5.8,so,58,1142
2021-07-23,Nizamabad,cloudy,15,7,12,0,14.1,ne,59,1060
2021-07-22,Nizamabad,sunny,21,13,17,0,2.7,so,10,1084
2021-07-21,Nizamabad,sunny,21,7,10,0,11.2,s,57,1085
2021-07-20,Nizamabad,partially cloudy,25,4,8,0,8.0,e,53,1055
2021-07-19,Nizamabad,sunny,25,2,9,0,11.8,no,22,1200
2021-07-18,Nizamabad,rainy,30,8,23,27,9.6,no,25,1027
2021-07-17,Nizamabad,rainy,29,21,25,35,14.0,so,51,1066
2021-07-16,Nizamabad,sunny,14,3,9,0,6.0,no,27,965
2021-07-15,Nizamabad,sunny,13,1,5,0,13.7,s,21,1191
2021-07-14,Nizamabad,rainy,14,1,9,15,11.3,so,69,983
2021-07-13,Nizamabad,sunny,24,4,8,0,12.0,e,18,1156
2021-07-12,Nizamabad,cloudy,20,1,17,0,5.8,ne,35,1109
2021-07-11,Nizamabad,partially cloudy,23,3,14,0,5.0,n,16,1163
2021-07-10,Nizamabad,rainy,18,4,15,192,4.5,so,69,988
2021-07-09,Nizamabad,partially cloudy,29,6,21,0,6.9,no,25,1089
2021-07-08,Nizamabad,sunny,13,1,9,0,9.4,so,61,1111
2021-07-07,Nizamabad,partially cloudy,11,3,7,0,13.2,e,69,1182
2021-07-06,Nizamabad,sunny,13,4,8,0,13.3,e,50,1043
2021-07-05,Nizamabad,rainy,29,1,15,149,6.7,se,22,1122
2021-07-04,Nizamabad,cloudy,11,1,5,0,5.7,se,21,1188
2021-07-03,Nizamabad,partially cloudy,12,0,5,0,4.1,so,59,1158
2021-07-02,Nizamabad,partially cloudy,13,3,7,0,1.3,so,60,1035
2021-07-01,Nizamabad,sunny,20,9,13,0,12.8,so,57,1041
2021-06-30,Nizamabad,partially cloudy,17,9,14,0,11.5,s,28,1016
2021-06-29,Nizamabad,sunny,16,1,6,0,2.6,n,70,1033
2021-06-28,Nizamabad,cloudy,21,2,7,0,14.6,e,43,1119
2021-06-27,Nizamabad,tornado,14,6,10,0,0.9,n,22,1125
2021-06-26,Nizamabad,rainy,12,4,7,193,10.0,n,53,1154
2021-06-25,Nizamabad,sunny,20,1,10,0,4.6,se,52,1043
2021-06-24,Nizamabad,cloudy,24,10,14,0,0.9,o,10,964
2021-06-23,Nizamabad,rainy,22,6,18,79,2.3,n,30,969
2021-06-22,Nizamabad,stormy,30,13,20,152,9.0,no,13,1006
2021-06-21,Nizamabad,foggy,26,18,23,0,10.9,no,20,1042
2021-06-20,Nizamabad,sunny,13,2,6,0,1.6,se,65,1088
2021-06-19,Nizamabad,sunny,27,1,16,0,6.5,e,22,1092
2021-06-18,Nizamabad,sunny,15,3,11,0,5.3,ne,27,1012
2021-06-17,Nizamabad,sunny,11,3,7,0,11.3,se,30,1089
2021-06-16,Nizamabad,rainy,21,2,11,97,14.6,e,22,953
2021-06-15,Nizamabad,sunny,11,3,7,0,12.9,e,14,1181
2021-06-14,Nizamabad,foggy,28,14,23,0,12.0,so,45,1097
2021-06-13,Nizamabad,cloudy,20,0,5,0,0.8,s,39,1052
2021-06-12,Nizamabad,sunny,11,1,5,0,14.2,e,68,1103
2021-06-11,Nizamabad,partially cloudy,29,0,21,0,14.1,e,60,1008
2021-06-10,Nizamabad,foggy,17,5,10,0,14.7,se,30,1066
2021-06-09,Nizamabad,rainy,16,3,10,128,8.1,e,25,1153
2021-06-08,Nizamabad,sunny,24,1,17,0,12.5,n,52,1043
2021-06-07,Nizamabad,cloudy,29,3,18,0,2.6,n,47,1007
2021-06-06,Nizamabad,rainy,14,2,11,192,1.1,n,64,1061
2021-06-05,Nizamabad,tornado,13,3,7,0,4.6,e,68,1051
2021-06-04,Nizamabad,stormy,24,6,12,154,4.1,no,19,1032
2021-06-03,Nizamabad,partially cloudy,10,1,4,0,6.4,e,37,1095
2021-06-02,Nizamabad,partially cloudy,17,1,14,0,8.2,e,42,969
2021-06-01,Nizamabad,cloudy,11,3,6,0,8.5,o,57,1031
2021-05-31,Nizamabad,partially cloudy,17,6,10,0,9.2,se,25,1133
2021-05-30,Nizamabad,partially cloudy,19,8,15,0,11.5,s,69,1111
2021-05-29,Nizamabad,partially cloudy,22,11,18,0,10.2,s,16,1028
2021-05-28,Nizamabad,partially cloudy,15,4,7,0,12.0,so,62,958
2021-05-27,Nizamabad,sunny,24,14,20,0,13.0,o,33,984
2021-05-26,Nizamabad,sunny,12,4,9,0,3.6,n,32,1061
2021-05-25,Nizamabad,cloudy,23,15,18,0,10.0,so,32,1168
2021-05-24,Nizamabad,tornado,10,1,4,0,9.3,ne,41,974
2021-05-23,Nizamabad,sunny,15,3,12,0,4.4,se,19,1000
2021-05-22,Nizamabad,sunny,13,4,8,0,7.9,n,21,963
2021-05-21,Nizamabad,cloudy,16,7,13,0,11.5,s,66,1149
2021-05-20,Nizamabad,cloudy,14,5,10,0,4.0,so,15,972
2021-05-19,Nizamabad,sunny,18,5,9,0,5.1,s,44,999
2021-05-18,Nizamabad,rainy,19,6,14,85,7.5,e,59,1107
2021-05-17,Nizamabad,partially cloudy,27,14,23,0,11.6,e,56,995
2021-05-16,Nizamabad,sunny,19,8,14,0,11.9,ne,50,1155
2021-05-15,Nizamabad,sunny,20,5,14,0,11.7,ne,66,1032
2021-05-14,Nizamabad,sunny,19,11,16,0,13.1,ne,25,1056
2021-05-13,Nizamabad,stormy,20,5,13,171,14.4,no,62,1157
2021-05-12,Nizamabad,sunny,24,7,16,0,12.6,s,14,1126
2021-05-11,Nizamabad,sunny,26,14,21,0,6.5,o,62,1008
2021-05-10,Nizamabad,sunny,17,5,14,0,12.7,no,40,1042
2021-05-09,Nizamabad,foggy,11,3,6,0,11.5,no,51,1119
2021-05-08,Nizamabad,sunny,13,0,8,0,6.8,o,59,1040
2021-05-07,Nizamabad,partially cloudy,20,0,3,0,13.1,so,34,1096
2021-05-06,Nizamabad,rainy,19,10,16,186,7.7,s,49,1015
2021-05-05,Nizamabad,rainy,13,2,5,156,9.4,s,14,1057
2021-05-04,Nizamabad,sunny,19,8,16,0,8.5,o,34,1181
2021-05-03,Nizamabad,partially cloudy,25,12,21,0,6.9,e,44,1014
2021-05-02,Nizamabad,rainy,27,0,4,176,14.6,se,67,960
2021-05-01,Nizamabad,sunny,27,15,18,0,13.7,e,31,1187
2021-04-30,Nizamabad,sunny,12,3,6,0,5.6,s,25,1169
2021-04-29,Nizamabad,cloudy,16,2,10,0,14.6,se,18,1038
2021-04-28,Nizamabad,sunny,22,14,18,0,12.7,ne,45,1124
2021-04-27,Nizamabad,partially cloudy,17,7,14,0,0.7,ne,59,973
2021-04-26,Nizamabad,rainy,11,0,7,164,1.9,se,70,1133
2021-04-25,Nizamabad,partially cloudy,18,8,11,0,3.1,n,29,1040
2021-04-24,Nizamabad,sunny,14,5,8,0,14.5,se,11,1099
2021-04-23,Nizamabad,tornado,29,4,14,0,10.0,o,14,981
2021-04-22,Nizamabad,sunny,11,2,5,0,7.3,o,23,1142
2021-04-21,Nizamabad,sunny,19,10,13,0,1.8,so,65,1125
2021-04-20,Nizamabad,cloudy,27,16,23,0,1.6,ne,21,1003
2021-04-19,Nizamabad,sunny,24,5,15,0,7.4,s,60,1008
2021-04-18,Nizamabad,partially cloudy,28,15,25,0,5.3,no,50,979
2021-04-17,Nizamabad,sunny,26,14,18,0,7.7,ne,43,1051
2021-04-16,Nizamabad,sunny,27,11,14,0,5.9,so,57,1054
2021-04-15,Nizamabad,partially cloudy,10,1,6,0,8.4,ne,48,1120
2021-04-14,Nizamabad,sunny,13,5,9,0,12.2,ne,47,1148
2021-04-13,Nizamabad,rainy,29,2,15,59,1.9,s,49,1092
2021-04-12,Nizamabad,partially cloudy,18,10,14,0,7.8,n,27,974
2021-04-11,Nizamabad,cloudy,10,1,7,0,2.8,o,45,1063
2021-04-10,Nizamabad,rainy,21,11,16,197,2.4,s,35,1030
2021-04-09,Nizamabad,partially cloudy,20,5,17,0,8.6,n,15,978
2021-04-08,Nizamabad,sunny,27,6,12,0,14.2,o,55,1082
2021-04-07,Nizamabad,rainy,16,7,10,106,5.1,o,28,1077
2021-04-06,Nizamabad,stormy,24,4,19,182,13.9,n,70,1156
2021-04-05,Nizamabad,partially cloudy,13,1,4,0,5.1,se,59,980
2021-04-04,Nizamabad,sunny,24,13,20,0,9.6,s,32,996
2021-04-03,Nizamabad,rainy,21,0,10,35,11.2,so,27,1028
2021-04-02,Nizamabad,sunny,17,3,13,0,11.0,o,27,1103
2021-04-01,Nizamabad,rainy,19,7,14,144,8.6,s,43,1147
2021-03-31,Nizamabad,rainy,19,10,16,103,11.5,no,65,1052
2021-03-30,Nizamabad,cloudy,21,9,17,0,0.9,so,46,1028
2021-03-29,Nizamabad,rainy,24,0,21,49,9.9,o,20,1141
2021-03-28,Nizamabad,partially cloudy,25,5,22,0,6.9,e,57,1079
2021-03-27,Nizamabad,partially cloudy,25,2,21,0,7.1,se,38,1106
2021-03-26,Nizamabad,rainy,22,0,5,123,11.6,n,38,1058
2021-03-25,Nizamabad,tornado,23,10,16,0,0.6,no,19,1148
2021-03-24,Nizamabad,sunny,28,11,24,0,9.1,n,26,950
2021-03-23,Nizamabad,sunny,25,17,21,0,13.4,e,26,1114
2021-03-22,Nizamabad,cloudy,12,4,7,0,7.3,so,46,982
2021-03-21,Nizamabad,rainy,21,12,16,68,2.8,se,48,979
2021-03-20,Nizamabad,rainy,24,15,19,47,9.0,s,26,1116
2021-03-19,Nizamabad,cloudy,19,11,14,0,12.5,so,17,1123
2021-03-18,Nizamabad,partially cloudy,24,13,17,0,7.0,so,60,1160
2021-03-17,Nizamabad,sunny,11,2,8,0,6.8,s,25,1186
2021-03-16,Nizamabad,partially cloudy,27,15,20,0,9.5,o,61,1051
2021-03-15,Nizamabad,sunny,28,14,20,0,7.8,so,64,1071
2021-03-14,Nizamabad,cloudy,27,16,21,0,13.5,se,20,1149
2021-03-13,Nizamabad,rainy,11,0,4,5,9.1,n,32,1077
2021-03-12,Nizamabad,sunny,27,19,23,0,4.7,so,40,1146
2021-03-11,Nizamabad,partially cloudy,20,3,15,0,0.9,o,17,1155
2021-03-10,Nizamabad,partially cloudy,17,5,10,0,4.6,o,25,1022
2021-03-09,Nizamabad,partially cloudy,15,6,11,0,6.9,o,70,1136
2021-03-08,Nizamabad,rainy,26,12,15,57,2.9,so,23,1113
2021-03-07,Nizamabad,rainy,21,3,17,121,13.2,e,68,1165
2021-03-06,Nizamabad,rainy,26,12,21,45,11.0,so,40,1093
2021-03-05,Nizamabad,foggy,14,2,7,0,4.1,no,35,1171
2021-03-04,Nizamabad,sunny,15,5,8,0,9.8,so,57,1178
2021-03-03,Nizamabad,cloudy,23,7,15,0,9.3,s,41,1121
2021-03-02,Nizamabad,sunny,19,6,13,0,3.5,s,11,1022
2021-03-01,Nizamabad,partially cloudy,20,0,11,0,13.9,e,10,968
2021-02-28,Nizamabad,sunny,19,7,16,0,14.5,o,13,1050
2021-02-27,Nizamabad,sunny,16,1,4,0,12.5,so,28,1184
2021-02-26,Nizamabad,sunny,13,1,5,0,9.4,n,67,1096
2021-02-25,Nizamabad,cloudy,21,10,17,0,9.2,n,64,1192
2021-02-24,Nizamabad,partially cloudy,14,0,7,0,11.6,o,33,1146
2021-02-23,Nizamabad,partially cloudy,11,1,6,0,14.7,se,42,970
2021-02-22,Nizamabad,sunny,22,12,19,0,5.7,so,22,1028
2021-02-21,Nizamabad,rainy,26,16,23,6,5.5,no,47,1176
2021-02-20,Nizamabad,sunny,17,8,13,0,8.5,s,39,1106
2021-02-19,Nizamabad,partially cloudy,14,0,4,0,11.2,n,56,1092
2021-02-18,Nizamabad,sunny,14,2,8,0,11.4,o,64,1171
2021-02-17,Nizamabad,sunny,21,2,7,0,9.7,no,67,1030
2021-02-16,Nizamabad,cloudy,26,1,18,0,13.9,no,15,1058
2021-02-15,Nizamabad,sunny,16,6,10,0,3.0,so,12,959
2021-02-14,Nizamabad,rainy,11,3,8,101,12.3,no,40,984
2021-02-13,Nizamabad,sunny,14,0,7,0,1.8,ne,48,1115
2021-02-12,Nizamabad,sunny,14,4,11,0,10.9,ne,42,1025
2021-02-11,Nizamabad,sunny,18,8,11,0,0.8,ne,32,1162
2021-02-10,Nizamabad,rainy,13,0,10,134,2.2,so,12,1028
2021-02-09,Nizamabad,tornado,25,9,18,0,8.0,no,49,960
2021-02-08,Nizamabad,partially cloudy,15,1,6,0,10.8,ne,20,992
2021-02-07,Nizamabad,sunny,15,2,8,0,9.9,o,65,1106
2021-02-06,Nizamabad,partially cloudy,28,5,10,0,13.6,s,62,1025
2021-02-05,Nizamabad,sunny,10,0,5,0,1.4,s,28,1045
2021-02-04,Nizamabad,rainy,22,9,14,190,0.8,o,47,1051
2021-02-03,Nizamabad,sunny,29,1,9,0,3.2,n,59,956
2021-02-02,Nizamabad,stormy,11,3,7,49,1.2,e,29,1010
2021-02-01,Nizamabad,rainy,25,0,8,69,11.0,s,40,1108
2021-01-31,Nizamabad,rainy,19,3,9,74,13.1,o,19,1104
2021-01-30,Nizamabad,tornado,15,4,10,0,8.1,n,10,1132
2021-01-29,Nizamabad,rainy,10,0,5,136,9.8,no,62,1155
2021-01-28,Nizamabad,sunny,24,11,19,0,3.5,o,19,1113
2021-01-27,Nizamabad,sunny,21,0,3,0,5.7,se,68,1153
2022-01-26,Khammam,rainy,21,12,18,90,11.4,so,50,1088
2022-01-25,Khammam,partially cloudy,20,12,16,0,12.4,so,40,1089
2022-01-24,Khammam,sunny,24,6,11,0,8.8,n,61,1015
2022-01-23,Khammam,rainy,12,1,8,176,13.7,se,36,1021
2022-01-22,Khammam,partially cloudy,21,0,7,0,11.9,n,48,1080
2022-01-21,Khammam,tornado,14,2,7,0,4.6,e,17,1171
2022-01-20,Khammam,partially cloudy,21,2,13,0,11.2,ne,46,1063
2022-01-19,Khammam,partially cloudy,12,2,5,0,3.7,s,10,1047
2022-01-18,Khammam,rainy,19,8,11,177,7.6,se,70,1074
2022-01-17,Khammam,rainy,10,2,5,102,9.6,se,42,1192
2022-01-16,Khammam,partially cloudy,12,4,8,0,3.5,s,68,1001
2022-01-15,Khammam,rainy,11,0,6,166,1.5,no,18,1070
2022-01-14,Khammam,sunny,18,3,6,0,4.6,so,36,1176
2022-01-13,Khammam,rainy,16,6,13,171,2.5,e,36,1175
2022-01-12,Khammam,rainy,14,4,9,76,10.2,se,33,1196
2022-01-11,Khammam,sunny,23,7,13,0,3.9,n,39,1193
2022-01-10,Khammam,partially cloudy,24,13,21,0,13.4,se,11,1052
2022-01-09,Khammam,sunny,12,4,8,0,8.9,e,19,1141
2022-01-08,Khammam,sunny,24,16,21,0,12.1,ne,70,1155
2022-01-07,Khammam,sunny,23,3,6,0,6.0,se,32,1171
2022-01-06,Khammam,tornado,20,6,17,0,7.4,o,52,1096
2022-01-05,Khammam,cloudy,15,1,8,0,6.1,no,17,1053
2022-01-04,Khammam,sunny,27,13,18,0,6.9,s,20,1188
2022-01-03,Khammam,hurricane,14,5,8,78,12.2,se,17,999
2022-01-02,Khammam,partially cloudy,25,2,5,0,1.2,so,27,985
2022-01-01,Khammam,partially cloudy,19,4,7,0,8.2,s,60,1036
2021-12-31,Khammam,tornado,17,4,11,0,13.0,so,58,988
2021-12-30,Khammam,rainy,24,9,18,119,5.7,o,30,1076
2021-12-29,Khammam,sunny,24,9,19,0,11.2,se,53,959
2021-12-28,Khammam,sunny,20,7,17,0,11.3,ne,49,1133
2021-12-27,Khammam,rainy,14,5,8,118,9.0,s,31,1066
2021-12-26,Khammam,tornado,29,3,26,0,7.9,so,70,1173
2021-12-25,Khammam,sunny,23,14,17,0,13.7,no,17,971
2021-12-24,Khammam,sunny,10,2,6,0,10.1,ne,21,984
2021-12-23,Khammam,sunny,28,6,16,0,2.8,no,14,952
2021-12-22,Khammam,cloudy,29,8,22,0,3.3,se,32,1160
2021-12-21,Khammam,rainy,27,15,20,61,9.5,ne,58,1034
2021-12-20,Khammam,rainy,22,7,10,66,3.6,o,64,983
2021-12-19,Khammam,stormy,23,0,6,145,11.0,s,34,1185
2021-12-18,Khammam,sunny,20,0,3,0,5.5,ne,29,1141
2021-12-17,Khammam,tornado,29,18,26,0,4.8,so,33,1137
2021-12-16,Khammam,rainy,17,1,12,66,7.7,no,39,1042
2021-12-15,Khammam,tornado,16,4,9,0,9.4,no,57,978
2021-12-14,Khammam,sunny,29,0,21,0,13.2,s,11,1159
2021-12-13,Khammam,sunny,27,19,24,0,7.7,ne,39,1182
2021-12-12,Khammam,sunny,10,0,5,0,1.7,so,45,1180
2021-12-11,Khammam,tornado,18,0,11,0,14.2,so,39,959
2021-12-10,Khammam,rainy,17,9,13,164,3.9,n,52,1083
2021-12-09,Khammam,partially cloudy,17,8,12,0,2.7,n,37,1196
2021-12-08,Khammam,sunny,11,3,8,0,1.6,n,13,1111
2021-12-07,Khammam,rainy,16,2,13,109,6.6,o,13,1169
2021-12-06,Khammam,tornado,21,4,7,0,13.1,e,19,1055
2021-12-05,Khammam,cloudy,25,3,6,0,12.5,e,27,1106
2021-12-04,Khammam,partially cloudy,20,9,17,0,1.0,so,70,1111
2021-12-03,Khammam,partially cloudy,17,9,14,0,14.3,ne,40,1153
2021-12-02,Khammam,sunny,25,5,22,0,8.4,n,38,1161
2021-12-01,Khammam,sunny,11,2,5,0,9.7,n,48,957
2021-11-30,Khammam,partially cloudy,10,2,5,0,11.8,e,17,1133
2021-11-29,Khammam,rainy,14,4,7,180,11.4,o,49,1093
2021-11-28,Khammam,rainy,11,3,6,51,12.4,n,22,1014
2021-11-27,Khammam,partially cloudy,21,9,18,0,4.8,se,49,955
2021-11-26,Khammam,partially cloudy,16,6,9,0,1.8,so,18,1169
2021-11-25,Khammam,rainy,11,2,6,186,12.9,so,70,971
2021-11-24,Khammam,foggy,30,12,25,0,11.5,n,11,997
2021-11-23,Khammam,hurricane,20,12,16,131,2.7,so,43,1078
2021-11-22,Khammam,rainy,19,9,14,126,8.6,n,19,962
2021-11-21,Khammam,partially cloudy,16,3,11,0,10.8,o,60,1188
2021-11-20,Khammam,partially cloudy,22,14,19,0,6.8,se,60,1158
2021-11-19,Khammam,sunny,13,0,7,0,4.6,o,17,1097
2021-11-18,Khammam,stormy,13,4,10,143,8.1,n,63,1042
2021-11-17,Khammam,partially cloudy,29,5,16,0,6.1,no,11,997
2021-11-16,Khammam,rainy,10,0,5,136,8.6,ne,15,1037
2021-11-15,Khammam,hurricane,30,17,27,174,9.9,no,21,960
2021-11-14,Khammam,sunny,30,15,27,0,6.7,e,31,1200
2021-11-13,Khammam,rainy,30,6,9,179,3.3,so,63,1114
2021-11-12,Khammam,foggy,22,4,17,0,9.5,e,56,1180
2021-11-11,Khammam,rainy,28,17,21,11,4.4,so,13,1181
2021-11-10,Khammam,rainy,18,6,14,103,6.8,so,18,1171
2021-11-09,Khammam,hurricane,19,7,11,70,14.2,s,25,1177
2021-11-08,Khammam,sunny,16,1,5,0,12.9,n,11,1128
2021-11-07,Khammam,sunny,15,7,12,0,8.2,so,34,1040
2021-11-06,Khammam,partially cloudy,18,2,12,0,7.8,s,14,1135
2021-11-05,Khammam,sunny,26,17,23,0,7.7,no,48,1021
2021-11-04,Khammam,partially cloudy,16,7,10,0,13.7,n,50,1190
2021-11-03,Khammam,rainy,17,1,13,51,2.5,se,43,1120
2021-11-02,Khammam,sunny,30,17,25,0,5.5,e,23,1002
2021-11-01,Khammam,rainy,23,10,15,96,5.3,se,40,1182
2021-10-31,Khammam,sunny,29,3,25,0,5.1,s,65,980
2021-10-30,Khammam,sunny,20,12,16,0,1.3,so,59,980
2021-10-29,Khammam,sunny,24,4,11,0,2.8,n,70,1016
2021-10-28,Khammam,partially cloudy,15,2,8,0,11.4,se,26,1006
2021-10-27,Khammam,rainy,15,6,10,111,4.7,o,14,1125
2021-10-26,Khammam,partially cloudy,22,11,16,0,4.2,o,60,980
2021-10-25,Khammam,rainy,13,5,8,169,10.1,e,33,1094
2021-10-24,Khammam,cloudy,20,4,11,0,10.1,n,25,1077
2021-10-23,Khammam,rainy,21,6,9,52,0.5,so,12,1104
2021-10-22,Khammam,cloudy,18,5,14,0,14.4,ne,15,1004
2021-10-21,Khammam,partially cloudy,29,14,18,0,13.5,e,63,972
2021-10-20,Khammam,rainy,12,0,8,162,4.9,so,22,951
2021-10-19,Khammam,sunny,19,9,12,0,7.8,ne,40,1190
2021-10-18,Khammam,sunny,12,0,9,0,10.6,ne,40,1126
2021-10-17,Khammam,stormy,18,2,10,84,10.8,n,51,1150
2021-10-16,Khammam,sunny,14,3,8,0,1.7,s,20,1151
2021-10-15,Khammam,rainy,10,1,5,125,4.9,n,31,1084
2021-10-14,Khammam,cloudy,14,1,7,0,4.5,n,14,1091
2021-10-13,Khammam,sunny,25,1,22,0,4.2,ne,39,1186
2021-10-12,Khammam,partially cloudy,18,4,15,0,1.5,e,21,1148
2021-10-11,Khammam,sunny,10,2,5,0,6.0,no,41,1162
2021-10-10,Khammam,sunny,27,4,23,0,12.2,so,54,1022
2021-10-09,Khammam,rainy,16,1,10,120,8.9,e,51,1101
2021-10-08,Khammam,foggy,18,5,13,0,9.3,s,58,1156
2021-10-07,Khammam,tornado,20,3,17,0,6.9,se,30,982
2021-10-06,Khammam,hurricane,25,10,16,160,0.6,ne,34,1073
2021-10-05,Khammam,rainy,23,5,11,32,7.8,no,51,983
2021-10-04,Khammam,rainy,21,5,9,100,11.0,ne,31,1042
2021-10-03,Khammam,partially cloudy,30,0,3,0,5.1,n,70,977
2021-10-02,Khammam,sunny,16,6,12,0,7.1,no,46,957
2021-10-01,Khammam,rainy,28,11,17,192,2.2,e,39,1063
2021-09-30,Khammam,rainy,24,4,17,167,8.4,e,19,1079
2021-09-29,Khammam,sunny,21,6,13,0,8.9,e,17,1162
2021-09-28,Khammam,partially cloudy,17,9,12,0,11.5,o,48,994
2021-09-27,Khammam,rainy,27,4,13,51,9.0,no,54,1194
2021-09-26,Khammam,cloudy,11,2,6,0,3.4,o,58,1182
2021-09-25,Khammam,rainy,29,18,25,84,13.9,s,63,1045
2021-09-24,Khammam,sunny,23,15,18,0,14.8,se,27,1168
2021-09-23,Khammam,cloudy,24,3,13,0,7.0,e,69,989
2021-09-22,Khammam,rainy,12,4,9,30,13.1,s,55,1141
2021-09-21,Khammam,sunny,15,7,11,0,7.7,o,57,1115
2021-09-20,Khammam,sunny,14,6,11,0,12.7,no,33,1157
2021-09-19,Khammam,sunny,15,3,11,0,4.7,ne,12,1068
2021-09-18,Khammam,stormy,25,11,15,67,4.9,e,68,1113
2021-09-17,Khammam,rainy,17,5,14,151,13.3,ne,37,1117
2021-09-16,Khammam,rainy,18,1,13,46,6.9,ne,59,1072
2021-09-15,Khammam,partially cloudy,20,10,15,0,11.9,e,34,1147
2021-09-14,Khammam,rainy,22,11,14,22,11.3,ne,61,1038
2021-09-13,Khammam,stormy,15,2,11,98,14.4,se,35,1056
2021-09-12,Khammam,rainy,23,11,14,12,6.7,no,67,1172
2021-09-11,Khammam,stormy,27,2,20,172,3.0,ne,41,1081
2021-09-10,Khammam,sunny,13,5,8,0,14.0,so,41,1145
2021-09-09,Khammam,partially cloudy,27,0,19,0,3.1,s,38,1046
2021-09-08,Khammam,rainy,27,16,19,148,6.2,so,52,1094
2021-09-07,Khammam,sunny,10,1,6,0,11.4,s,67,1079
2021-09-06,Khammam,sunny,26,14,18,0,5.0,o,44,1076
2021-09-05,Khammam,sunny,20,3,14,0,4.6,s,37,1009
2021-09-04,Khammam,sunny,25,3,10,0,3.6,s,41,1119
2021-09-03,Khammam,partially cloudy,24,15,18,0,14.6,se,61,1022
2021-09-02,Khammam,partially cloudy,14,5,9,0,10.9,ne,68,1183
2021-09-01,Khammam,sunny,25,3,19,0,13.9,ne,65,1091
2021-08-31,Khammam,partially cloudy,30,12,26,0,10.7,e,32,1108
2021-08-30,Khammam,rainy,25,2,11,29,13.1,n,64,1174
2021-08-29,Khammam,hurricane,10,2,5,197,6.3,n,19,1066
2021-08-28,Khammam,partially cloudy,30,10,15,0,13.0,s,28,1135
2021-08-27,Khammam,cloudy,27,13,24,0,1.5,so,41,1192
2021-08-26,Khammam,sunny,26,5,20,0,9.7,e,56,1150
2021-08-25,Khammam,rainy,21,5,11,30,13.1,no,17,1079
2021-08-24,Khammam,partially cloudy,26,17,21,0,14.1,no,63,1027
2021-08-23,Khammam,sunny,17,6,10,0,10.3,se,13,1196
2021-08-22,Khammam,cloudy,13,2,9,0,12.6,no,52,1087
2021-08-21,Khammam,sunny,13,0,8,0,3.0,ne,22,1037
2021-08-20,Khammam,stormy,21,10,18,144,3.4,o,10,1118
2021-08-19,Khammam,partially cloudy,26,7,19,0,6.5,no,63,1037
2021-08-18,Khammam,sunny,28,9,17,0,11.5,e,69,1126
2021-08-17,Khammam,tornado,18,3,15,0,5.0,so,47,1165
2021-08-16,Khammam,stormy,15,4,9,81,11.8,s,69,1168
2021-08-15,Khammam,foggy,10,1,6,0,3.4,s,65,1020
2021-08-14,Khammam,partially cloudy,21,1,12,0,0.9,o,21,1149
2021-08-13,Khammam,cloudy,21,13,18,0,10.6,n,10,1076
2021-08-12,Khammam,sunny,10,0,5,0,2.0,e,30,1200
2021-08-11,Khammam,partially cloudy,27,8,23,0,4.2,s,28,1097
2021-08-10,Khammam,rainy,30,18,21,90,14.2,se,70,1111
2021-08-09,Khammam,foggy,28,19,25,0,14.6,s,58,1002
2021-08-08,Khammam,rainy,11,0,4,81,1.6,so,25,1195
2021-08-07,Khammam,cloudy,27,11,18,0,14.0,se,63,1070
2021-08-06,Khammam,rainy,24,16,20,175,8.6,ne,47,1002
2021-08-05,Khammam,sunny,24,7,20,0,11.8,o,30,1132
2021-08-04,Khammam,partially cloudy,20,1,17,0,1.3,se,32,1059
2021-08-03,Khammam,sunny,18,9,15,0,10.4,so,22,1036
2021-08-02,Khammam,partially cloudy,19,0,14,0,14.1,so,67,1162
2021-08-01,Khammam,sunny,21,6,11,0,14.7,o,33,1075
2021-07-31,Khammam,foggy,11,0,7,0,6.0,ne,25,1194
2021-07-30,Khammam,sunny,29,18,25,0,2.4,n,37,1052
2021-07-29,Khammam,foggy,12,1,5,0,10.0,o,57,1086
2021-07-28,Khammam,sunny,18,9,12,0,6.4,s,33,1131
2021-07-27,Khammam,partially cloudy,26,18,23,0,11.7,no,23,1107
2021-07-26,Khammam,cloudy,29,11,16,0,8.3,s,60,953
2021-07-25,Khammam,partially cloudy,25,9,20,0,12.7,o,27,984
2021-07-24,Khammam,rainy,15,1,7,103,10.7,ne,51,1186
2021-07-23,Khammam,sunny,27,10,18,0,1.5,s,48,991
2021-07-22,Khammam,partially cloudy,15,3,9,0,2.2,so,29,995
2021-07-21,Khammam,sunny,22,3,10,0,14.6,s,25,1167
2021-07-20,Khammam,rainy,25,9,21,176,3.1,so,59,958
2021-07-19,Khammam,partially cloudy,16,7,11,0,1.4,s,16,1003
2021-07-18,Khammam,partially cloudy,15,2,8,0,5.0,o,54,1154
2021-07-17,Khammam,partially cloudy,13,5,8,0,6.4,o,27,1068
2021-07-16,Khammam,rainy,27,7,18,133,14.9,no,23,977
